,Datum,Geschäft,Einreichender 1,Partei 1,Einreichender 2,Partei 2,Departement
1756,05.06.2019,2019/245,Luca Maggi,Grüne,Simon Diggelmann,SP,Gemeinderat
1757,17.03.2010,2010/130,Patrick Blöchlinger,SD,Ueli Brasser,SD,Finanzdepartement (FD)
1758,03.09.2014,2014/272,Katharina Prelicz-Huber,Grüne,Marcel Bührig,Grüne,
1759,30.11.2011,2011/445,Claudia Simon,FDP,Alexander Jäger,FDP,Polizeidepartement (PD)
1760,27.2.2008,2008/94,Markus Schwyn,PFZ,Susi Gut,PFZ,Schul- und Sportdepartement (SSD)
1761,6.10.1999,1999/499,Jürg Casparis,SVP,Marina Garzotto,SVP,Polizeidepartement (PD)
1762,08.01.20,2019/523,Elisabeth Schoch,FDP,Albert Leiser,FDP,
1763,15.9.2004,2004/500,Mauro Tuena,SVP,Bernhard im Oberdorf,SVP,Polizeidepartement (PD)
1764,22.9.2004,2004/514,Pierino Cerliani,Grüne,Gregor Bucher,Grüne,
1765,14.09.2011,2011/337,Hans Urs von Matt,SP,Rebekka Wyler,SP,Finanzdepartement (FD)
1766,05.06.2019,2019/251,Susanne Brunner,SVP,Stephan Iten,SVP,Sicherheitsdepartement (SID)
1767,19.06.2019,2019/279,Markus Merki,GLP,Ernst Danner,EVP,Stadtrat
1768,15.3.2000,2000/118,Hans Bachmann,FDP,Hans-Ulrich Meier,FDP,Gesundheits- und Umweltdepartement (GUD)
1769,26.9.2001,2001/479,Karl Gafner,FDP,Andreas J. Schlegel,FDP,
1770,23.1.2008,2008/57,Martin Bürlimann,SVP,Rolf Stucker,SVP,"Abschreibung, Geschäftsbericht"
1771,24.06.2009,2009/286,Ueli Nagel,Grüne,Martin Abele,Grüne,Hochbaudepartement (HBD)
1772,26.06.2019,2019/292,Martina Zürcher,FDP,Raphaël Tschanz,FDP,Gemeinderat
1773,06.06.2012,2012/237,Roger Tognella,FDP,Claudia Simon,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1774,29.11.2017,2017/428,Johann Widmer,SVP,Christoph Marty,SVP,Sicherheitsdepartement (SID)
1775,1.2.2006,2006/46,Roger Tognella,FDP,Bruno Wohler,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1776,29.9.1999,1999/472,Markus Schwyn,PFZ,Christian Mettler,SVP,Sozialdepartement (SD)
1777,08.02.2006,2006/52,Luca Jagmetti,FDP,Albert Leiser,FDP,Polizeidepartement (PD)
1778,7.7.1999,1999/314,Balthasar Glättli,Grüne,Eva Virag Jansen,Grüne,Departement der Industriellen Betriebe (DIB)
1779,30.11.2005,2005/511,Roger Liebi,SVP,Mauro Tuena,SVP,Sozialdepartement (SD)
1780,14.3.2001,2001/135,Monjek Rosenheim,FDP,Beat Badertscher,FDP,Präsidialdepartement (PRD)
1781,28.05.2008,2008/240,Salvatore Di Concilio,SP,Heinz Jacobi,SP,Finanzdepartement (FD)
1782,19.11.2008,2008/526,Susi Gut,PFZ,Markus Schwyn,PFZ,Schul- und Sportdepartement (SSD)
1783,13.04.2011,2011/121,Severin Pflüger,FDP,Kurt Hüssy,SVP,
1784,23.03.2016,2016/94,Patrick Hadi Huber,SP,Pawel Silberring,SP,
1785,7.3.2001,2001/109,Mauro Tuena,SVP,Markus Schwyn,PFZ,Polizeidepartement (PD)
1786,23.03.2011,2011/89,Michael Baumer,FDP,Markus Knauss,Grüne,Schul- und Sportdepartement (SSD)
1787,06.04.2011,2011/109,Christoph Spiess,SD,Patrick Blöchlinger,SD,Tiefbau- und Entsorgungsdepartement (TED)
1788,06.01.2010,2010/6,Robert Schönbächler,CVP,Ernst Danner,EVP,Tiefbau- und Entsorgungsdepartement (TED)
1789,09.11.2016,2016/388,Pascal Lamprecht,SP,Linda Bär,SP,Sicherheitsdepartement (SID)
1790,11.06.2008,2008/268,Bernhard Piller,Grüne,Ernst Danner,EVP,
1791,18.6.2008,2008/283,Walter Angst,AL,Corine Mauch,SP,Finanzdepartement (FD)
1792,07.06.2017,2017/170,Martin Bürlimann,SVP,Dubravko Sinovcic,SVP,Departement der Industriellen Betriebe (DIB)
1793,06.09.2006,2006/363,Susi Gut,PFZ,Markus Schwyn,PFZ,Polizeidepartement (PD)
1794,21.11.2007,2007/616,Markus Schwyn,PFZ,Susi Gut,PFZ,
1795,25.6.2008,2008/297,Bruno Garzotto,SVP,Theo Hauri,SVP,Hochbaudepartement (HBD)
1796,23.1.2002,2002/22,Andreas J. Schlegel,FDP,Robert Eggler,FDP,Präsidialdepartement (PRD)
1797,30.1.2002,2002/36,Hans Marolf,SVP,Marcel Knörr,FDP,Sozialdepartement (SD)
1798,02.04.2014,2014/104,Samuel Dubno,GLP,Ann-Catherine Nabholz,GLP,
1799,3.3.2004,2004/104,Ueli Nagel,Grüne,Willy Furter,EVP,Hochbaudepartement (HBD)
1800,24.8.2005,2005/317,Susi Gut,PFZ,Mauro Tuena,SVP,Polizeidepartement (PD)
1801,09.06.2010,2010/252,Claudia Rabelbauer,EVP,Peter Anderegg,EVP,
1802,02.04.2014,2014/110,Bernhard Piller,Grüne,Andrea Leitner Verhoeven,AL,
1803,24.5.2000,2000/246,Hansjörg Sörensen,FDP,Susann Birrer,FDP,
1804,21.11.2018,2018/452,Elena Marti,Grüne,Luca Maggi,Grüne,Präsidialdepartement (PRD)
1805,25.10.2000,2000/508,Köbi Möri,Parteilos,Mauro Tuena,SVP,Sozialdepartement (SD)
1806,17.3.2004,2004/138,Roger Liebi,SVP,Monika Erfigen,SVP,Finanzdepartement (FD)
1807,08.01.20,1997/155,Hansueli Züllig,SVP,Robert Schönbächler,CVP,Schul- und Sportdepartement (SSD)
1808,06.03.2013,2013/67,Alan David Sangines,SP,Davy Graf,SP,Hochbaudepartement (HBD)
1809,08.01.20,2003/434,Hans Diem,CVP,Thomas  Kappeler,CVP,
1810,04.04.2012,2012/155,Patrick Hadi Huber,SP,Peter Küng,SP,Hochbaudepartement (HBD)
1811,02.10.2013,2013/346,Gabriele Kisker,Grüne,Markus Knauss,Grüne,
1812,08.01.20,2003/420,Christopher Vohdin,SVP,Thomas Meier,SVP,
1813,7.6.2006,2006/217,Patrick Blöchlinger,SD,Christian Wenger,SD,Stadtschreiber/in (STS)
1814,6.12.2006,2006/571,Bastien Girod,Grüne,Markus Knauss,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1815,06.03.2013,2013/73,Markus Hungerbühler,CVP,Mario Mariani,CVP,Gesundheits- und Umweltdepartement (GUD)
1816,15.5.2002,2002/155,Ruth Anhorn,SVP,Rolf André Siegenthaler-Benz,SVP,Schul- und Sportdepartement (SSD)
1817,05.02.2014,2014/46,Daniel Regli,SVP,Thomas Schwendener,SVP,Präsidialdepartement (PRD)
1818,20.11.2013,2013/408,Bernhard im Oberdorf,SVP,Martin Bürlimann,SVP,Finanzdepartement (FD)
1819,14.1.2009,2009/17,Ueli Nagel,Grüne,Uschi Heinrich,SP,
1820,08.01.20,2002/169,Jürg R. Schüepp,FDP,Ronald Schmid,FDP,
1821,31.10.2012,2012/394,Guido Trevisan,GLP,Guido Hüni,GLP,Polizeidepartement (PD)
1822,08.07.2009,2009/325,Jacqueline Badran,SP,André Odermatt,SP,
1823,23.10.2019,2019/443,Përparim Avdili,FDP,Stefan Urech,SVP,Gemeinderat
1824,2.10.2002,2002/394,Doris Fiala,FDP,Andreas J. Schlegel,FDP,Polizeidepartement (PD)
1825,4.6.2003,2003/187,Kurt Krebs,SL,Arthur Bernet,SVP,Gesundheits- und Umweltdepartement (GUD)
1826,08.07.2009,2009/331,Christian Wenger,SD,Patrick Blöchlinger,SD,Hochbaudepartement (HBD)
1827,04.04.2018,2018/136,Markus Kunz,Grüne,Helen Glaser,SP,
1828,25.2.2004,2004/80,Mauro Tuena,SVP,Roger Liebi,SVP,Sozialdepartement (SD)
1829,08.01.20,2003/89,Christopher Vohdin,SVP,Markus Schwyn,PFZ,
1830,10.01.2007,2007/8,Pierino Cerliani,Grüne,Michael Baumer,FDP,
1831,28.10.2002,2002/425,Roger Liebi,SVP,Christopher Vohdin,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1832,5.3.2003,2003/76,Roger Liebi,SVP,Markus Schwyn,PFZ,Finanzdepartement (FD)
1833,7.5.2003,2003/150,Cornelia Schaub,SVP,Bruno Wohler,SVP,Gesundheits- und Umweltdepartement (GUD)
1834,28.06.2017,2017/212,Pawel Silberring,SP,Elena Marti,Grüne,
1835,25.9.2002,2002/357,Gerold Lauber,CVP,Robert Schönbächler,CVP,Polizeidepartement (PD)
1836,06.11.2019,2019/480,Stephan Iten,SVP,Derek Richter,SVP,Stadtrat
1837,17.04.2013,2013/150,Nicolas Esseiva,SP,Andreas Edelmann,SP,
1838,23.6.1999,1999/274,Robert Schönbächler,CVP,Markus Bischoff,AL,Departement der Industriellen Betriebe (DIB)
1839,07.01.2009,2009/7,Patrick Blöchlinger,SD,Ueli Brasser,SD,Polizeidepartement (PD)
1840,21.12.2011,2010/36,Bernhard Piller,Grüne,Davy Graf,SP,Departement der Industriellen Betriebe (DIB)
1841,6.10.1999,1999/506,Christoph Hug,Grüne,Markus Bischoff,AL,
1842,13.01.2010,2010/22,Monjek Rosenheim,FDP,Albert Leiser,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1843,13.6.1999,1999/261,Hansueli Züllig,SVP,Bruno Sidler,SVP,Präsidialdepartement (PRD)
1844,08.01.20,2013/179,Martin Bürlimann,SVP,Theo Hauri,SVP,
1845,23.6.1999,1999/275,Mauro Tuena,SVP,Jürg Casparis,SVP,Polizeidepartement (PD)
1846,06.11.2019,2019/481,Patrik Maillard,AL,David Garcia Nuñez,AL,Gemeinderat
1847,25.9.2002,2002/356,Roger Liebi,SVP,Mauro Tuena,SVP,Polizeidepartement (PD)
1848,25.01.2017,2017/16,Michel Urben,SP,Karin Meier-Bohrer,Grüne,
1849,14.11.2012,2012/424,Severin Pflüger,FDP,Cäcilia Hänni-Etter,FDP,Schul- und Sportdepartement (SSD)
1850,28.06.2017,2017/213,Urs Fehr,SVP,Derek Richter,SVP,Schul- und Sportdepartement (SSD)
1851,17.04.2013,2013/151,Isabel Garcia,GLP,Matthias Wiesmann,GLP,
1852,18.04.2007,2007/213,Alecs Recher,AL,Martin Abele,Grüne,Polizeidepartement (PD)
1853,13.07.2011,2011/295,Balthasar Glättli,Grüne,Christina Hug,Grüne,Schul- und Sportdepartement (SSD)
1854,7.5.2003,2003/151,Monjek Rosenheim,FDP,Jürg R. Schüepp,FDP,Polizeidepartement (PD)
1855,03.07.2019,2019/318,Markus Knauss,Grüne,Res Marti,Grüne,Gemeinderat
1856,10.1.2007,2007/9,Ueli Brasser,SD,Christian Wenger,SD,Tiefbau- und Entsorgungsdepartement (TED)
1857,25.2.2004,2004/81,Susi Gut,PFZ,Monika Erfigen,SVP,Präsidialdepartement (PRD)
1858,25.8.2004,2004/449,Marcel Knörr,FDP,Alexander Jäger,FDP,Präsidialdepartement (PRD)
1859,08.07.2009,2009/330,Roger Bartholdi,SVP,Roger Liebi,SVP,
1860,4.6.2003,2003/186,Susi Gut,PFZ,Raphaela-Franziska Ulcay-Hauser,SVP,Schul- und Sportdepartement (SSD)
1861,2.10.2002,2002/395,Rolf Walther,FDP,Beat Badertscher,FDP,
1862,23.10.2019,2019/442,Marcel Savarioud,SP,Roger-Paul Speck,SP,Gemeinderat
1863,23.3.2005,2005/114,Susi Gut,PFZ,Mauro Tuena,SVP,Stadtschreiber/in (STS)
1864,04.04.2018,2018/137,Markus Kunz,Grüne,Guido Hüni,GLP,
1865,22.05.2013,2013/186,Matthias Probst,Grüne,Markus Knauss,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1866,28.03.2018,2018/123,Stephan Iten,SVP,Derek Richter,SVP,Gesundheits- und Umweltdepartement (GUD)
1867,24.10.2001,2001/524,Walter Isliker,SVP,Ruth Anhorn,SVP,Schul- und Sportdepartement (SSD)
1868,9.5.2001,2001/242,Markus Schwyn,PFZ,Raphaela-Franziska Ulcay-Hauser,SVP,Präsidialdepartement (PRD)
1869,08.07.2009,2009/324,Jacqueline Badran,SP,André Odermatt,SP,
1870,14.01.2009,2009/16,Salvatore Di Concilio,SP,Rebekka Wyler,SP,Finanzdepartement (FD)
1871,20.11.2013,2013/409,Daniel Regli,SVP,Roland Scheck,SVP,
1872,11.04.2012,2012/168,Michael Baumer,FDP,Albert Leiser,FDP,Hochbaudepartement (HBD)
1873,15.5.2002,2002/154,Ruth Anhorn,SVP,Rolf André Siegenthaler-Benz,SVP,Präsidialdepartement (PRD)
1874,06.03.2013,2013/72,Ann-Catherine Nabholz,GLP,Philipp Käser,GLP,Hochbaudepartement (HBD)
1875,6.12.2006,2006/570,Pierino Cerliani,Grüne,Ueli Nagel,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1876,21.6.2000,2000/290,Markus Schwyn,PFZ,Mauro Tuena,SVP,Departement der Industriellen Betriebe (DIB)
1877,05.12.2018,2018/484,Sven Sobernheim,GLP,Ann-Catherine Nabholz,GLP,Gemeinderat
1878,02.10.2013,2013/347,Christoph Spiess,SD,Patrick Blöchlinger,SD,Schul- und Sportdepartement (SSD)
1879,04.04.2012,2012/154,Hans Urs von Matt,SP,Mirella Wepf,SP,
1880,19.11.2003,2003/435,Min Li Marti,SP,Gregor Bucher,Grüne,Präsidialdepartement (PRD)
1881,17.3.2004,2004/139,Susi Gut,PFZ,Bernhard Britschgi,SVP,Präsidialdepartement (PRD)
1882,25.10.2000,2000/509,Köbi Möri,Parteilos,Hans Marolf,SVP,Schul- und Sportdepartement (SSD)
1883,13.11.2013,2013/390,Nicolas Esseiva,SP,Esther Straub,SP,
1884,09.06.2010,2010/253,Claudia Rabelbauer,EVP,Martin Mächler,EVP,Präsidialdepartement (PRD)
1885,1.11.2000,2000/521,Jürg Casparis,SVP,Luzi Rüegg,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1886,24.8.2005,2005/316,Monjek Rosenheim,FDP,Doris Weber,FDP,Polizeidepartement (PD)
1887,21.11.2018,2018/453,Corina Gredig,GLP,Guy Krayenbühl,GLP,Stadtrat
1888,24.5.2000,2000/247,Hansjörg Sörensen,FDP,Susann Birrer,FDP,
1889,12.6.2002,2002/197,Cornelia Schaub,SVP,Rolf André Siegenthaler-Benz,SVP,Polizeidepartement (PD)
1890,02.04.2014,2014/111,Ann-Catherine Nabholz,GLP,Samuel Dubno,GLP,
1891,09.09.2015,2015/302,Marcel Savarioud,SP,Alan David Sangines,SP,Sozialdepartement (SD)
1892,9.7.2008,2008/335,Daniel Meier,CVP,Robert Schönbächler,CVP,Hochbaudepartement (HBD)
1893,30.1.2002,2002/37,Emil Seliner,SP,André Dubacher,SP,Hochbaudepartement (HBD)
1894,4.10.2006,2006/438,Alecs Recher,AL,Walter Angst,AL,
1895,23.1.2002,2002/23,Monika Spring-Gross,SP,Markus Zimmermann,SP,Polizeidepartement (PD)
1896,07.12.2016,2016/438,Michael Baumer,FDP,Raphaël Tschanz,FDP,
1897,06.09.2006,2006/362,Roger Liebi,SVP,Theo Hauri,SVP,Polizeidepartement (PD)
1898,25.6.2008,2008/296,Bruno Garzotto,SVP,Theo Hauri,SVP,Sozialdepartement (SD)
1899,25.6.2003,2003/233,Mauro Tuena,SVP,Roger Liebi,SVP,Polizeidepartement (PD)
1900,28.3.2007,2007/165,Robert Schönbächler,CVP,Bruno Garzotto,SVP,Finanzdepartement (FD)
1901,06.04.2011,2011/108,Severin Pflüger,FDP,Claudia Simon,FDP,Präsidialdepartement (PRD)
1902,16.03.2016,2016/81,Marcel Savarioud,SP,Karin Weyermann,CVP,
1903,09.11.2016,2016/389,Heinz Schatt,SVP,Bernhard im Oberdorf,SVP,
1904,06.01.2010,2010/7,Ueli Brasser,SD,Patrick Blöchlinger,SD,Finanzdepartement (FD)
1905,23.03.2016,2016/95,Shaibal Roy,GLP,Guido Hüni,GLP,
1906,08.01.20,1993/410,Toni Baur,Grüne,Ueli Keller,SP,Tiefbau- und Entsorgungsdepartement (TED)
1907,29.6.2005,2005/262,Rolf Stucker,SVP,Hans Marolf,SVP,Hochbaudepartement (HBD)
1908,20.06.2018,2018/241,Urs Egger,FDP,Anjushka Früh,SP,Schul- und Sportdepartement (SSD)
1909,02.09.2015,2015/276,Marcel Savarioud,SP,Roger Tognella,FDP,Tiefbau- und Entsorgungsdepartement (TED)
1910,19.08.2015,2015/262,Stephan Iten,SVP,Martin Bürlimann,SVP,Finanzdepartement (FD)
1911,14.3.2001,2001/134,Monjek Rosenheim,FDP,Beat Badertscher,FDP,Präsidialdepartement (PRD)
1912,08.02.2006,2006/53,Ernst Danner,EVP,Hanspeter Kunz,EVP,Departement der Industriellen Betriebe (DIB)
1913,29.9.1999,1999/473,Markus Schwyn,PFZ,Mauro Tuena,SVP,Sozialdepartement (SD)
1914,29.11.2017,2017/429,Raphaël Tschanz,FDP,Michael Baumer,FDP,
1915,24.06.2009,2009/287,Claudia Simon,FDP,Urs Egger,FDP,Schul- und Sportdepartement (SSD)
1916,25.10.2017,2017/367,Samuel Balsiger,SVP,Stephan Iten,SVP,Zuteilung ausstehend
1917,06.06.2012,2012/236,Thomas Schwendener,SVP,Daniel Regli,SVP,
1918,14.01.2015,2015/13,Cordula Bieri,Grüne,Markus Knauss,Grüne,
1919,26.06.2019,2019/293,Elena Marti,Grüne,Katharina Prelicz-Huber,Grüne,Gemeinderat
1920,23.01.2008,2008/56,Karin Rykart Sutter,Grüne,Daniel Leupi,Grüne,
1921,11.01.2012,2012/5,Jean-Daniel Strub,SP,Lucia Tozzi Kelly,SP,
1922,15.3.2006,2006/90,Susi Gut,PFZ,Markus Schwyn,PFZ,
1923,26.9.2001,2001/478,Karl Gafner,FDP,Andreas J. Schlegel,FDP,Finanzdepartement (FD)
1924,19.06.2019,2019/278,Alexander Brunner,FDP,Pirmin Meyer,GLP,Gemeinderat
1925,08.01.20,1997/236,Marcel Knörr,FDP,Rolf Walther,FDP,
1926,22.9.2004,2004/515,Gregor Bucher,Grüne,Pierino Cerliani,Grüne,Präsidialdepartement (PRD)
1927,04.12.2019,2019/536,Ernst Danner,EVP,Roger Föhn,EVP,Stadtrat
1928,23.8.2000,2000/131,Theo Hauri,SVP,Jürg Casparis,SVP,Tiefbau- und Entsorgungsdepartement (TED)
1929,5.9.2001,2001/444,Ronald Schmid,FDP,Monjek Rosenheim,FDP,Finanzdepartement (FD)
1930,05.06.2019,2019/250,Andrea Leitner Verhoeven,AL,Ann-Catherine Nabholz,GLP,Stadtrat
1931,14.09.2011,2011/336,Samuel Dubno,GLP,Martin Luchsinger,GLP,Hochbaudepartement (HBD)
1932,17.03.2010,2010/131,Patrick Blöchlinger,SD,Ueli Brasser,SD,Präsidialdepartement (PRD)
1933,05.06.2019,2019/244,Nadia Huberson,SP,Përparim Avdili,FDP,Gemeinderat
1934,6.10.1999,1999/498,Marina Garzotto,SVP,Jürg Casparis,SVP,Polizeidepartement (PD)
1935,27.2.2008,2008/95,Ernst Danner,EVP,Urs Rechsteiner,CVP,Rückzug
1936,30.11.2011,2011/444,Marc Hohl,FDP,Heinz F. Steger,FDP,Polizeidepartement (PD)
1937,03.09.2014,2014/273,Marcel Bührig,Grüne,Christina Hug,Grüne,Polizeidepartement (PD)
1938,17.6.2009,2009/268,Severin Pflüger,FDP,Daniel Meier,CVP,
1939,08.11.2017,2017/388,Stefan Urech,SVP,Dubravko Sinovcic,SVP,Sozialdepartement (SD)
1940,10.02.2010,2010/109,Marc Hohl,FDP,Hans Bachmann,FDP,Polizeidepartement (PD)
1941,28.2.2001,2001/89,Markus Schwyn,PFZ,Hansruedi Bär,SVP,Sozialdepartement (SD)
1942,07.12.2011,2011/468,Michel Urben,SP,Marcel Schönbächler,CVP,Tiefbau- und Entsorgungsdepartement (TED)
1943,8.3.2000,2000/109,Joe A. Manser,SP,Max Fritz,FDP,Geschäftsbericht Stadtrat
1944,15.3.2000,2000/121,Regula Enderlin Cavigelli,SP,Geri Schaller-Stierle,SP,Finanzdepartement (FD)
1945,13.6.2001,2001/332,Luzi Rüegg,SVP,Ruth Anhorn,SVP,Polizeidepartement (PD)
1946,18.11.2009,2009/532,Robert Schönbächler,CVP,Mario Mariani,CVP,Departement der Industriellen Betriebe (DIB)
1947,03.03.2010,2010/121,Ruth Anhorn,SVP,Mauro Tuena,SVP,
1948,04.12.2019,2019/532,Guido Hüni,GLP,Sebastian Vogel,FDP,Gemeinderat
1949,6.10.1999,1999/488,Theo Hauri,SVP,Bruno Sidler,SVP,Polizeidepartement (PD)
1950,27.08.2014,2014/263,Hans Jörg Käppeli,SP,Andreas Kirstein,AL,
1951,3.6.2009,2009/240,Ruth Ackermann,CVP,Daniel Meier,CVP,Polizeidepartement (PD)
1952,20.12.2002,2002/568,Markus Knauss,Grüne,Christoph Hug,Grüne,Tiefbau- und Entsorgungsdepartement (TED)
1953,7.7.1999,1999/311,Anita Zimmerling Enkelmann,SP,Geraldine Zürcher,SP,Rückzug
1954,2.6.2004,2004/288,Christina Bellin-Isele,SP,Thomas  Kappeler,CVP,Hochbaudepartement (HBD)
1955,11.07.2007,2007/405,Ueli Brasser,SD,Patrick Blöchlinger,SD,Präsidialdepartement (PRD)
1956,26.6.2002,2002/232,Roger Liebi,SVP,Cornelia Schaub,SVP,Polizeidepartement (PD)
1957,14.7.1999,1999/339,Susanne Erdös-Schärer,SP,Maya Burri-Wenger,SP,Schul- und Sportdepartement (SSD)
1958,20.6.2007,2007/363,Albert Leiser,FDP,Hedy Schlatter,SVP,Sozialdepartement (SD)
1959,10.5.2006,2006/170,Rolf Stucker,SVP,Hans Marolf,SVP,Hochbaudepartement (HBD)
1960,19.06.2019,2019/283,Martin Bürki,FDP,Alexander Brunner,FDP,Finanzdepartement (FD)
1961,18.05.2016,2016/170,Matthias Probst,Grüne,Markus Kunz,Grüne,
1962,20.12.2006,2006/602,Roger Bartholdi,SVP,Mauro Tuena,SVP,Hochbaudepartement (HBD)
1963,30.03.2011,2011/98,Marc Bourgeois,FDP,Guido Trevisan,GLP,
1964,18.6.2008,2008/279,Marlène Butz,SP,Corine Mauch,SP,
1965,16.11.2016,2016/399,Katharina Prelicz-Huber,Grüne,Gabriela Rothenfluh,SP,
1966,15.1.2003,2003/9,Roger Liebi,SVP,Ruth Anhorn,SVP,Hochbaudepartement (HBD)
1967,17.11.2010,2010/479,Zora Ledergerber,GLP,Matthias Wiesmann,GLP,Hochbaudepartement (HBD)
1968,11.07.2018,2018/279,Barbara Wiesmann,SP,Res Marti,Grüne,Stadtrat
1969,19.11.2008,2008/523,Guido Bergmaier,SVP,Bruno Wohler,SVP,Hochbaudepartement (HBD)
1970,13.9.2000,2000/445,Heinz Bögle,SP,Anita Zimmerling Enkelmann,SP,Departement der Industriellen Betriebe (DIB)
1971,28.02.2018,2018/80,Markus Baumann,GLP,Isabel Garcia,GLP,
